species,log_svl_mm,repro_mode
Thamnodynastes_hypoconia,6.320768,Viviparous
Thamnodynastes_marahuaquensis,5.983936,Viviparous
Thamnodynastes_paraguanae,6.309918,Viviparous
Thamnodynastes_ramonriveroi,6.131226,Viviparous
Thamnodynastes_yavi,5.690359,Viviparous
Drysdalia_coronoides,6.025866,Viviparous
Drysdalia_mastersii,5.533389,Viviparous
Drysdalia_rhodogaster,5.894403,Viviparous
Duberria_shirana,5.755742,Viviparous
Echinanthera_cephalostriata,6.154858,Oviparous
Echinanthera_cyanopleura,6.142037,Oviparous
Echinanthera_undulata,6.173786,Oviparous
Echiopsis_curta,6.347389,Viviparous
Echis_coloratus,6.709304,Oviparous
NA,6.469250,Oviparous
Eirenis_decemlineatus,6.606650,Oviparous
NA,5.393628,Oviparous
NA,5.877736,Oviparous
NA,5.966147,Oviparous
Elaphe_anomala,7.562681,Oviparous
Elaphe_bimaculata,6.633318,Oviparous
Orthriophis_cantoris,7.054450,Oviparous
Elaphe_climacophora,7.313220,Oviparous
Elaphe_davidi,7.112327,Oviparous
Elaphe_dione,6.840547,Oviparous
NA,7.340187,Oviparous
Orthriophis_hodgsoni,7.130899,Oviparous
Orthriophis_moellendorffi,7.379008,Oviparous
Elaphe_quadrivirgata,7.047517,Oviparous
Elaphe_schrenckii,7.196687,Oviparous
NA,6.877296,Oviparous
Elaphe_zoigeensis,6.582025,Oviparous
Elapognathus_coronatus,6.259581,Viviparous
Elapognathus_minor,5.953243,Viviparous
Elapsoidea_boulengeri,6.565265,Oviparous
Elapsoidea_guentherii,6.345636,Oviparous
Elapsoidea_semiannulata,6.276643,Oviparous
Elapsoidea_sundevallii,6.363028,Oviparous
Emydocephalus_ijimae,6.751101,Viviparous
Enhydris_jagorii,6.476972,Viviparous
Enulius_oligostichus,5.308268,Oviparous
Epicrates_alvarezi,7.274480,Viviparous
Epicrates_assisi,7.299797,Viviparous
Epicrates_cenchria,7.402452,Viviparous
Epicrates_crassus,7.223296,Viviparous
NA,6.165418,Oviparous
Erythrolamprus_aesculapii,6.912743,Oviparous
Erythrolamprus_albertguentheri,6.300786,Oviparous
NA,6.416732,Oviparous
Erythrolamprus_almadensis,6.214608,Oviparous
Erythrolamprus_atraventer,6.120297,Oviparous
Erythrolamprus_bizona,6.938284,Oviparous
Erythrolamprus_ceii,6.063785,Oviparous
Erythrolamprus_cursor,6.508769,Oviparous
Erythrolamprus_dorsocorallinus,6.359574,Oviparous
Erythrolamprus_jaegeri,5.978886,Oviparous
Erythrolamprus_janaleeae,6.232448,Oviparous
Erythrolamprus_juliae,6.126869,Oviparous
Erythrolamprus_miliaris,6.912743,Oviparous
Erythrolamprus_ornatus,6.413459,Oviparous
Erythrolamprus_perfuscus,6.680855,Oviparous
Erythrolamprus_poecilogyrus,6.423247,Oviparous
Erythrolamprus_reginae,6.563856,Oviparous
Erythrolamprus_sagittifer,6.473891,Oviparous
Erythrolamprus_semiaureus,7.138073,Oviparous
Erythrolamprus_taeniogaster,6.603944,Oviparous
Erythrolamprus_typhlus,6.380123,Oviparous
Erythrolamprus_viridis,6.282267,Oviparous
Eryx_jaculus,6.603944,Viviparous
Eryx_johnii,7.047517,Viviparous
Eryx_whitakeri,6.672033,Viviparous
Etheridgeum_pulchrum,4.962845,Oviparous
Eunectes_beniensis,7.965546,Viviparous
Eunectes_deschauenseei,7.878534,Viviparous
Eunectes_murinus,8.470102,Viviparous
Eunectes_notaeus,7.893572,Viviparous
Fordonia_leucobalia,6.558198,Viviparous
Xenochrophis_asperrimus,6.499787,Oviparous
Atretium_yunnanensis,6.429719,Oviparous
Furina_barnardi,6.306275,Oviparous
Furina_diadema,5.823046,Oviparous
Furina_dunmalli,6.331502,Oviparous
Furina_ornata,6.364751,Oviparous
Furina_tristis,6.656727,Oviparous
Geophis_anocularis,5.771441,Oviparous
Geophis_bellus,5.442418,Oviparous
Geophis_blanchardi,6.075346,Oviparous
Geophis_damiani,5.587249,Oviparous
Geophis_dubius,5.560682,Oviparous
Geophis_duellmani,5.609472,Oviparous
Geophis_dunni,5.733341,Oviparous
Geophis_fulvoguttatus,5.866468,Oviparous
Geophis_hoffmanni,5.159055,Oviparous
Geophis_juarezi,5.703782,Oviparous
Geophis_laticinctus,5.820083,Oviparous
Geophis_laticollaris,5.602119,Oviparous
Geophis_nephodrymus,5.556828,Oviparous
Geophis_nigroalbus,5.733341,Oviparous
Geophis_rhodogaster,5.771441,Oviparous
Geophis_sallaei,5.899897,Oviparous
NA,6.208590,Viviparous
Gloydius_blomhoffii,6.311735,Viviparous
Gloydius_halys,6.536692,Viviparous
Gloydius_intermedius,6.684612,Viviparous
NA,6.274762,Viviparous
NA,6.159095,Viviparous
Gloydius_shedaoensis,6.381816,Viviparous
NA,6.313548,Viviparous
Gomesophis_brasiliensis,5.817111,Viviparous
Gongylosoma_scripta,5.634790,Oviparous
Gonyosoma_boulengeri,6.940222,Oviparous
Gonyosoma_frenatus,7.094235,Oviparous
NA,6.831954,Oviparous
Gonyosoma_prasinus,6.956545,Oviparous
Gonionotophis_nyassae,6.253829,Oviparous
Grayia_ornata,6.891626,Oviparous
Grayia_tholloni,6.579251,Viviparous
Gyalopion_canum,5.752573,Oviparous
Gyalopion_quadrangulare,5.717028,Oviparous
Hapsidophrys_lineatus,6.660575,Oviparous
Pararhabdophis_chapaensis,6.280396,Oviparous
Hebius_deschauenseei,5.908083,Oviparous
NA,6.259581,Oviparous
Hebius_modestum,6.086775,Oviparous
Hebius_octolineatum,6.320768,Oviparous
Hebius_optatum,6.551080,Oviparous
Hebius_popei,6.240276,Oviparous
Hebius_sauteri,6.102559,Oviparous
Hebius_venningi,6.309918,Oviparous
NA,6.375025,Oviparous
Helicops_danieli,6.684612,Viviparous
Helicops_infrataeniatus,6.401917,Viviparous
Helicops_leopardinus,6.272877,Viviparous
Helicops_modestus,6.450470,Viviparous
NA,6.476972,Viviparous
Helicops_pastazae,6.572283,Oviparous
Helicops_petersi,6.222576,Viviparous
NA,6.502790,Viviparous
Helicops_polylepis,6.817831,Viviparous
Helicops_scalaris,6.476972,Viviparous
Helicops_trivittatus,6.566672,Viviparous
Helicops_yacu,6.418365,Viviparous
Hemachatus_haemachatus,6.889591,Viviparous
Hemiaspis_damelii,6.405228,Viviparous
Hemiaspis_signata,6.652863,Viviparous
Hemirhagerrhis_nototaenia,5.814131,Oviparous
Hemirhagerrhis_viperina,5.686975,Oviparous
Hemorrhois_nummifer,7.003974,Oviparous
Hebius_pealii,6.016157,Oviparous
Heteroliodon_fohy,5.356586,Oviparous
Hierophis_cypriensis,6.709304,Oviparous
Homalopsis_mereljcoxi,6.880384,Viviparous
Homoroselaps_lacteus,6.272877,Oviparous
Hoplocephalus_bitorquatus,6.659294,Viviparous
Hoplocephalus_bungaroides,6.565265,Viviparous
Hoplocephalus_stephensii,6.709304,Viviparous
Hydrablabes_periops,6.246107,Oviparous
Hydrodynastes_gigas,7.766417,Oviparous
Hydrophis_cyanocinctus,7.074117,Viviparous
Hydrophis_elegans,7.687080,Viviparous
Hydrophis_hardwickii,7.090077,Viviparous
Hydrophis_major,7.114769,Viviparous
Hydrophis_melanocephalus,7.177782,Viviparous
NA,6.838405,Viviparous
Hydrophis_ornatus,6.721426,Viviparous
Hydrophis_schistosus,7.480992,Viviparous
Hydrops_caesurus,6.403574,Oviparous
Hypnale_zara,6.008813,Viviparous
Hypoptophis_wilsonii,6.228511,Oviparous
Hypsirhynchus_ater,6.745236,Oviparous
Hypsirhynchus_callilaemus,6.142037,Oviparous
Hypsirhynchus_ferox,6.650279,Oviparous
Hypsirhynchus_funereus,6.171701,Oviparous
Hypsirhynchus_melanichnus,6.445720,Oviparous
Hypsirhynchus_parvifrons,6.322565,Oviparous
Hypsirhynchus_polylepis,6.120297,Oviparous
Hypsirhynchus_scalaris,6.383507,Oviparous
Hypsiscopus_matannensis,6.461468,Viviparous
Hypsiscopus_plumbea,6.327937,Viviparous
Ialtris_agyrtes,6.356108,Oviparous
Ialtris_dorsalis,6.897705,Oviparous
Ialtris_haetianus,5.720312,Oviparous
Ialtris_parishi,6.613384,Oviparous
Imantodes_cenchoa,6.715383,Oviparous
Psammophylax_acutus,6.796824,Oviparous
NA,6.352629,Oviparous
Kualatahan_pahangensis,5.971262,Viviparous
NA,6.790097,Oviparous
Lampropeltis_webbi,5.723585,Oviparous
Lamprophis_aurora,6.345636,Oviparous
Laticauda_laticaudata,7.222566,Oviparous
Laticauda_saintgironsi,7.090077,Oviparous
Leioheterodon_madagascariensis,7.533694,Oviparous
Leioheterodon_modestus,6.937314,Oviparous
Leptodeira_annulata,6.661855,Oviparous
Leptodeira_maculata,6.445720,Oviparous
Leptodeira_punctata,6.259581,Oviparous
Leptodeira_septentrionalis,6.448889,Oviparous
Leptodeira_uribei,6.295266,Oviparous
Leptophis_ahaetulla,7.026427,Oviparous
Leptophis_coeruleodorsus,6.840547,Oviparous
NA,6.836259,Oviparous
NA,7.340187,Oviparous
NA,6.960348,Oviparous
NA,7.279319,Oviparous
Liasis_fuscus,7.696213,Oviparous
Liasis_olivaceus,7.843849,Oviparous
Lichanura_trivirgata,7.003065,Viviparous
Gonionotophis_capensis,7.385231,Oviparous
Limnophis_bangweolicus,6.324359,Oviparous
Limnophis_bicolor,6.315358,Oviparous
Liophidium_mayottensis,6.678342,Oviparous
Lycodon_aulicus,6.697034,Oviparous
NA,5.955837,Oviparous
Lycodon_cardamomensis,6.440947,Oviparous
Dryocalamus_davisonii,6.489205,Oviparous
Lycodon_fasciatus,6.315358,Oviparous
Lycodon_flavozonatus,6.803505,Oviparous
Lycodon_futsingensis,6.496775,Oviparous
Lycodon_gammiei,6.762730,Oviparous
Lycodon_gongshan,6.682109,Oviparous
Lycodon_liuchengchaoi,6.516193,Oviparous
Lycodon_meridionale,7.166266,Oviparous
Lycodon_muelleri,6.452049,Oviparous
Lycodon_rufozonatus,7.021084,Oviparous
Lycodon_septentrionalis,6.897705,Oviparous
Lycodon_solivagus,6.507278,Oviparous
Lycodon_striatus,5.743003,Oviparous
Lycodon_zawi,6.248043,Oviparous
Lycodonomorphus_bicolor,6.421622,Oviparous
Lycodonomorphus_inornatus,6.535241,Oviparous
NA,6.620073,Oviparous
Lycodonomorphus_rufulus,6.684612,Oviparous
Lycodonomorphus_whytii,6.405228,Oviparous
Lycodryas_maculatus,6.765039,Viviparous
Lycophidion_acutirostre,5.634790,Oviparous
Lycophidion_capense,6.324359,Oviparous
Lycophidion_multimaculatum,6.100319,Oviparous
Lycophidion_variegatum,5.963579,Oviparous
Lygophis_anomalus,6.270988,Oviparous
Lygophis_dilepis,6.274762,Oviparous
Lygophis_flavifrenatus,6.440947,Oviparous
Lygophis_meridionalis,6.475433,Oviparous
Lygophis_vanzolinii,6.300786,Oviparous
Lytorhynchus_diadema,5.968708,Oviparous
Macrelaps_microlepidotus,6.376727,Oviparous
Macrocalamus_chanardi,5.468060,Oviparous
Macrocalamus_gentingensis,5.942799,Oviparous
Macrocalamus_lateralis,5.568345,Oviparous
Macrocalamus_schulzi,5.834811,Oviparous
Macroprotodon_mauritanicus,6.135565,Oviparous
NA,7.215240,Oviparous
Magliophis_exiguum,5.783825,Oviparous
Magliophis_stahli,6.082219,Oviparous
Malayopython_reticulatus,8.712760,Oviparous
Malpolon_insignitus,7.438384,Oviparous
Rhagerhis_moilensis,6.763885,Oviparous
Coluber_bilineatus,7.201171,Oviparous
Coluber_taeniatus,7.279319,Oviparous
Mastigodryas_boddaerti,6.796824,Oviparous
Mastigodryas_bruesi,6.721426,Oviparous
Mastigodryas_heathii,5.616771,Oviparous
Gonionotophis_egbensis,5.323010,Oviparous
Gonionotophis_gabouensis,5.758902,Oviparous
Gonionotophis_poensis,6.956545,Oviparous
Meizodon_semiornatus,6.396930,Oviparous
Melanophidium_punctatum,6.345636,Viviparous
Thamnodynastes_rutilus,6.167516,Viviparous
Thamnodynastes_strigatus,6.679599,Viviparous
Micrurus_altirostris,7.118826,Oviparous
Micrurus_baliocoryphus,7.225481,Oviparous
Micrurus_brasiliensis,7.266129,Oviparous
NA,7.346010,Oviparous
Micrurus_diana,6.860664,Oviparous
Micrurus_diastema,6.802395,Oviparous
Micrurus_frontalis,7.454720,Oviparous
Micrurus_fulvius,6.551080,Oviparous
Micrurus_hemprichii,6.665684,Oviparous
Micrurus_lemniscatus,7.346010,Oviparous
Micrurus_mipartitus,7.196687,Oviparous
Micrurus_pyrrhocryptus,7.418181,Oviparous
Micrurus_silviae,7.261927,Oviparous
Micrurus_surinamensis,7.088409,Oviparous
NA,7.003065,Oviparous
Montaspis_gilvomaculata,6.030685,Oviparous
Montivipera_bornmuelleri,6.646391,Viviparous
Morelia_spilota,7.803843,Oviparous
Morelia_viridis,7.377759,Oviparous
Mussurana_bicolor,6.715383,Oviparous
Mussurana_montana,6.845880,Oviparous
Mussurana_quimi,6.982863,Oviparous
Myron_richardsonii,5.913503,Viviparous
Naja_anchietae,7.595890,Oviparous
Naja_annulata,7.600902,Oviparous
Naja_annulifera,7.661527,Oviparous
Naja_mossambica,7.390181,Oviparous
Naja_nigricincta,7.358831,Oviparous
Naja_nigricollis,7.600902,Oviparous
Naja_nivea,7.468513,Oviparous
NA,7.625595,Oviparous
Simoselaps_bimaculatus,6.084499,Oviparous
Natriciteres_bipostocularis,5.541264,Oviparous
Natriciteres_olivacea,6.131226,Oviparous
NA,5.347108,Oviparous
Natriciteres_sylvatica,5.799093,Oviparous
NA,6.897705,Oviparous
Natrix_tessellata,6.984716,Oviparous
Vermicella_calonotus,5.525453,Oviparous
Nerodia_sipedon,6.763885,Viviparous
Ninia_hudsoni,5.799093,Oviparous
Notechis_scutatus,7.484369,Viviparous
Ogmodon_vitianus,5.777652,Oviparous
Oligodon_annamensis,5.802118,Oviparous
Oligodon_arnensis,6.309918,Oviparous
Oligodon_chinensis,6.572283,Oviparous
Oligodon_cinereus,6.381816,Oviparous
Oligodon_formosanus,6.738152,Oviparous
Oligodon_jintakunei,5.913503,Oviparous
Oligodon_kampucheaensis,5.894403,Oviparous
Oligodon_macrurus,5.828946,Oviparous
Oligodon_melaneus,5.634790,Oviparous
Oligodon_melanozonatus,6.063785,Oviparous
NA,6.476972,Oviparous
NA,5.888878,Oviparous
Oligodon_waandersi,5.814131,Oviparous
Omoadiphas_texiguatensis,4.962845,Oviparous
Oocatochus_rufodorsatus,6.659294,Viviparous
Opheodrys_aestivus,6.583409,Oviparous
Opisthotropis_alcalai,6.075346,Oviparous
Opisthotropis_cheni,6.242223,Oviparous
Opisthotropis_cucae,5.986452,Oviparous
Opisthotropis_durandi,5.950643,Oviparous
NA,5.981414,Oviparous
Opisthotropis_maxwelli,6.265301,Oviparous
NA,6.144615,Oviparous
Orientocoluber_spinalis,6.508769,Oviparous
Ovophis_tonkinensis,6.371612,Oviparous
Oxybelis_aeneus,6.731018,Oviparous
Oxybelis_fulgidus,7.204149,Oviparous
Oxyrhopus_clathratus,7.031741,Oviparous
Oxyrhopus_doliatus,5.953243,Oviparous
Oxyrhopus_formosus,6.799056,Oviparous
Oxyrhopus_guibei,6.984716,Oviparous
Oxyrhopus_marcapatae,5.899897,Oviparous
Oxyrhopus_melanogenys,6.803505,Oviparous
Oxyrhopus_petolarius,7.006695,Oviparous
Oxyrhopus_rhombifer,6.864848,Oviparous
Oxyrhopus_trigeminus,6.756932,Oviparous
Oxyrhopus_vanidicus,6.809039,Oviparous
Oxyuranus_microlepidotus,7.438384,Oviparous
Oxyuranus_scutellatus,7.723120,Oviparous
Mastigodryas_bifossatus,7.326466,Oviparous
Parahydrophis_mertoni,6.224558,Viviparous
Paraphimophis_rusticus,7.522941,Oviparous
NA,5.998937,Oviparous
Pareas_carinatus,6.261492,Oviparous
Pareas_chinensis,6.056784,Oviparous
NA,6.170656,Oviparous
NA,6.068426,Oviparous
Pareas_margaritophorus,5.820083,Oviparous
Pareas_monticola,6.376727,Oviparous
Pareas_nigriceps,5.981414,Oviparous
Pareas_nuchalis,6.192362,Oviparous
NA,6.224558,Oviparous
Phalotris_bilineatus,6.543912,Oviparous
Phalotris_concolor,6.257668,Oviparous
Phalotris_lativittatus,7.108244,Oviparous
Phalotris_lemniscatus,6.478510,Oviparous
Phalotris_matogrossensis,6.137727,Oviparous
Phalotris_mertensi,7.140453,Oviparous
Phalotris_multipunctatus,5.786897,Oviparous
Phalotris_sansebastiani,6.163315,Oviparous
NA,6.298949,Oviparous
Phalotris_tricolor,6.586172,Oviparous
Philodryas_agassizii,5.991465,Oviparous
Philodryas_livida,6.541030,Oviparous
Philodryas_mattogrossensis,6.984716,Oviparous
Philodryas_nattereri,6.971669,Oviparous
Philodryas_olfersii,7.021084,Oviparous
Philodryas_patagoniensis,7.181592,Oviparous
Philodryas_psammophidea,6.922644,Oviparous
Philodryas_trilineata,6.811244,Oviparous
Philodryas_varia,6.758095,Oviparous
Philothamnus_angolensis,6.694562,Oviparous
Philothamnus_carinatus,6.551080,Oviparous
NA,6.345636,Oviparous
Philothamnus_heterolepidotus,6.198479,Oviparous
Philothamnus_hoplogaster,6.529419,Oviparous
Philothamnus_irregularis,6.476972,Oviparous
NA,6.633318,Oviparous
Philothamnus_ornatus,6.388561,Oviparous
Philothamnus_punctatus,6.690842,Oviparous
Philothamnus_semivariegatus,6.763885,Oviparous
Phimophis_guerini,6.945051,Oviparous
Phimophis_guianensis,6.475433,Oviparous
Phimophis_vittatus,6.478510,Oviparous
Pituophis_vertebralis,7.333023,Oviparous
Platyceps_collaris,6.751101,Oviparous
Platyceps_elegantissimus,6.363028,Oviparous
NA,6.630683,Oviparous
Platyceps_ladacensis,6.715383,Oviparous
Platyceps_najadum,6.907755,Oviparous
NA,6.872128,Oviparous
Platyceps_rhodorachis,6.897705,Oviparous
NA,6.937314,Oviparous
Platyceps_tessellata,6.917706,Oviparous
Polemon_christyi,6.650279,Oviparous
Polemon_collaris,6.563856,Oviparous
Proatheris_superciliaris,6.396930,Viviparous
Prosymna_ambigua,5.768321,Oviparous
Prosymna_angolensis,5.720312,Oviparous
NA,5.616771,Oviparous
Prosymna_pitmani,5.652489,Oviparous
Prosymna_stuhlmanni,5.572154,Oviparous
Prosymna_sundevalli,5.545177,Oviparous
Prosymna_visseri,5.736572,Oviparous
Protobothrops_cornutus,6.997596,Oviparous
Protobothrops_mangshanensis,7.711101,Oviparous
Protobothrops_tokarensis,7.134891,Oviparous
Protobothrops_xiangchengensis,6.927558,Oviparous
Psammophis_angolensis,5.863631,Oviparous
Psammophis_ansorgii,6.318968,Oviparous
Psammophis_biseriatus,6.510258,Oviparous
Psammophis_condanarus,6.746412,Oviparous
Psammophis_crucifer,6.371612,Oviparous
Psammophis_jallae,6.709304,Oviparous
Psammophis_leightoni,6.866933,Oviparous
Psammophis_leopardinus,6.892642,Oviparous
Psammophis_lineatus,6.779922,Oviparous
Psammophis_lineolatus,6.381816,Oviparous
Psammophis_longifrons,7.218177,Oviparous
Psammophis_mossambicus,7.254885,Oviparous
Psammophis_notostictus,6.597146,Oviparous
Psammophis_orientalis,6.721426,Oviparous
Psammophis_phillipsi,7.438384,Oviparous
Psammophis_rukwae,7.090077,Oviparous
Psammophis_schokari,6.845880,Oviparous
Psammophis_sibilans,7.229839,Oviparous
Psammophis_subtaeniatus,6.802395,Oviparous
Psammophis_sudanensis,6.917706,Oviparous
Psammophis_tanganicus,6.421622,Oviparous
NA,7.064759,Oviparous
Psammophis_zambiensis,6.642487,Oviparous
Psammophylax_rhombeatus,6.529419,Oviparous
Psammophylax_tritaeniatus,6.598509,Oviparous
Psammophylax_variabilis,6.727432,Oviparous
Pseudalsophis_biserialis,6.912743,Oviparous
Pseudalsophis_hoodensis,6.752270,Oviparous
Pseudalsophis_slevini,6.023448,Oviparous
Pseudalsophis_steindachneri,5.998937,Oviparous
Pseudaspis_cana,7.506592,Viviparous
Pseudechis_australis,7.745003,Oviparous
Pseudechis_butleri,7.207860,Oviparous
Pseudechis_colletti,7.481556,Oviparous
Pseudechis_guttatus,7.396335,Oviparous
Pseudechis_porphyriacus,7.166266,Viviparous
Pseudoboa_coronata,6.996681,Oviparous
Pseudoboa_haasi,7.164720,Oviparous
Pseudoboa_martinsi,6.993933,Oviparous
Pseudoboa_neuwiedii,6.879356,Oviparous
Pseudoboa_nigra,7.139660,Oviparous
Pseudoboa_serrana,7.125283,Oviparous
Pseudocerastes_fieldi,6.741701,Oviparous
Pseudoeryx_plicatilis,6.484635,Viviparous
Pseudoferania_polylepis,6.768493,Viviparous
Pseudonaja_affinis,7.396335,Oviparous
Pseudonaja_aspidorhyncha,7.285507,Oviparous
Pseudonaja_guttata,6.959399,Oviparous
Pseudonaja_inframacula,7.182352,Oviparous
Pseudonaja_ingrami,7.268920,Oviparous
Pseudonaja_mengdeni,7.211557,Oviparous
Pseudonaja_modesta,6.415097,Oviparous
Pseudonaja_nuchalis,7.355641,Oviparous
Pseudonaja_textilis,7.475906,Oviparous
Pseudorabdion_taylori,5.717028,Oviparous
Psomophis_genimaculatus,5.710427,Oviparous
Psomophis_joberti,5.707110,Oviparous
Psomophis_obtusus,5.703782,Oviparous
Cyclophiops_doriae,6.829794,Oviparous
Cyclophiops_major,7.180831,Oviparous
Cyclophiops_multicinctus,7.131699,Oviparous
Ptychophis_flavovirgatus,6.204558,Viviparous
Python_bivittatus,8.216088,Oviparous
Python_breitensteini,7.420579,Oviparous
Python_brongersmai,7.522941,Oviparous
Python_curtus,7.313220,Oviparous
Python_kyaiktiyo,7.244228,Oviparous
Python_natalensis,8.517193,Oviparous
Pythonodipsas_carinata,6.646391,Oviparous
NA,6.393591,Oviparous
NA,6.480045,Oviparous
Rhabdophis_guangdongensis,6.285998,Oviparous
NA,6.762730,Oviparous
NA,6.565265,Oviparous
Rhabdophis_leonardi,6.484635,Oviparous
Rhabdophis_murudensis,6.771936,Oviparous
Rhabdophis_nuchalis,6.492240,Oviparous
NA,6.442540,Oviparous
Macropisthodon_plumbicolor,6.320768,Oviparous
NA,6.396930,Oviparous
Rhabdophis_subminiatus,6.613384,Oviparous
NA,6.579251,Oviparous
Rhachidelus_brazili,7.224025,Oviparous
Rhadinaea_forbesi,6.025866,Oviparous
Rhadinaea_gaigeae,6.476972,Oviparous
Rhadinaea_vermiculaticeps,5.521461,Oviparous
Rhamnophis_aethiopissa,6.767343,Oviparous
Rhamphiophis_oxyrhynchus,6.949856,Oviparous
Rhamphiophis_rostratus,7.007601,Oviparous
Rhinobothryum_bovallii,7.064759,Oviparous
Rhinophis_erangaviraji,5.673323,Viviparous
Rhinophis_fergusonianus,6.126214,Viviparous
Rhinophis_homolepis,5.673323,Viviparous
Rhinophis_philippinus,5.531807,Viviparous
Rhinoplocephalus_bicolor,5.991465,Viviparous
NA,5.831882,Oviparous
Rhynchocalamus_melanocephalus,6.075346,Oviparous
NA,5.833348,Oviparous
Rodriguesophis_iglesiasi,6.095825,Oviparous
Hebius_beddomei,6.204558,Oviparous
Sanzinia_madagascariensis,7.554859,Viviparous
Scaphiophis_albopunctatus,7.171657,Oviparous
Scaphiophis_raffreyi,7.138867,Oviparous
Sibon_annulatus,5.940171,Oviparous
NA,6.139885,Oviparous
Sibon_nebulatus,6.251904,Oviparous
NA,6.298949,Oviparous
Simalia_amethistina,8.496990,Oviparous
Simalia_kinghorni,8.496990,Oviparous
Simophis_rhinostoma,6.639876,Oviparous
Simoselaps_anomalus,5.267858,Oviparous
Simoselaps_bertholdi,5.743003,Oviparous
Simoselaps_littoralis,5.869297,Oviparous
Simoselaps_minimus,5.267858,Oviparous
Sinomicrurus_kelloggi,6.322565,Oviparous
Sinomicrurus_macclellandi,6.570883,Oviparous
Siphlophis_cervinus,6.897705,Oviparous
Siphlophis_compressus,7.113956,Oviparous
Siphlophis_leucocephalus,6.562444,Oviparous
Siphlophis_longicaudatus,6.836259,Oviparous
Siphlophis_pulcher,6.688355,Oviparous
Siphlophis_worontzowi,6.785588,Oviparous
NA,6.234411,Oviparous
Rhabdops_bicolor,6.385194,Oviparous
Sonora_michoacanensis,5.605802,Oviparous
Sonora_mutabilis,5.545177,Oviparous
Chilomeniscus_savagei,5.590987,Oviparous
Sordellina_punctata,6.206576,Viviparous
Spalerosophis_atriceps,7.220374,Oviparous
