species,log_svl_mm,repro_mode
Liolaemus_arambarensis,4.094345,Oviparous
Liolaemus_araucaniensis,4.109233,Viviparous
Liolaemus_archeforus,4.521789,Viviparous
Liolaemus_atacamensis,4.343805,Oviparous
NA,4.369448,Viviparous
Liolaemus_audituvelatus,4.105944,Viviparous
Liolaemus_austromendocinus,4.644391,Viviparous
Liolaemus_avilai,4.115780,Viviparous
Liolaemus_azarai,3.994524,Oviparous
Liolaemus_baguali,4.615121,Viviparous
Liolaemus_bellii,4.543295,Viviparous
Liolaemus_bibronii,4.248495,Oviparous
Liolaemus_bitaeniatus,4.127134,Oviparous
Liolaemus_boulengeri,4.356709,Oviparous
Liolaemus_buergeri,4.709530,Viviparous
Liolaemus_calchaqui,4.094345,Oviparous
NA,4.110874,Oviparous
Liolaemus_canqueli,4.605170,Oviparous
Liolaemus_caparensis,4.077537,Viviparous
Liolaemus_capillitas,4.532599,Viviparous
Liolaemus_casamiquelai,4.665324,Oviparous
Liolaemus_chacabucoense,4.143135,Viviparous
Liolaemus_chacoensis,4.007333,Oviparous
Liolaemus_chaltin,4.072440,Oviparous
Liolaemus_chavin,4.197202,Viviparous
Liolaemus_chehuachekenk,4.640537,Oviparous
Liolaemus_chiliensis,4.663439,Oviparous
Liolaemus_chillanensis,4.488636,Oviparous
Liolaemus_coeruleus,4.248495,Oviparous
Liolaemus_confusus,4.175925,Oviparous
Liolaemus_constanzae,4.339902,Oviparous
NA,4.536891,Oviparous
Liolaemus_crepuscularis,4.160444,Viviparous
Liolaemus_cristiani,4.359270,Viviparous
Liolaemus_curicensis,4.234107,Viviparous
Liolaemus_curis,4.638605,Viviparous
Liolaemus_cuyanus,4.647271,Oviparous
Liolaemus_cuyumhue,4.122284,Oviparous
Liolaemus_cyaneinotatus,4.080922,Oviparous
Liolaemus_cyanogaster,4.262680,Viviparous
Liolaemus_darwinii,4.234107,Oviparous
Liolaemus_dicktracyi,4.521789,Viviparous
Liolaemus_ditadai,4.553877,Oviparous
Liolaemus_donosobarrosi,4.174387,Oviparous
Liolaemus_dorbignyi,4.624973,Viviparous
Liolaemus_duellmani,4.499810,Viviparous
Liolaemus_eleodori,4.406719,Viviparous
Liolaemus_elongatus,4.550714,Viviparous
Liolaemus_erguetae,4.204693,Viviparous
Liolaemus_escarchadosi,4.510860,Viviparous
Liolaemus_espinozai,4.139955,Oviparous
Liolaemus_etheridgei,4.248495,Viviparous
NA,4.249923,Viviparous
Liolaemus_fabiani,4.503137,Viviparous
Liolaemus_famatinae,4.060443,Viviparous
Liolaemus_fitzgeraldi,4.174387,Viviparous
Liolaemus_fitzingerii,4.700480,Oviparous
Liolaemus_flavipiceus,4.562263,Oviparous
Liolaemus_foxi,4.417635,Viviparous
Liolaemus_fuscus,3.979682,Oviparous
Liolaemus_gallardoi,4.521789,Viviparous
Liolaemus_goetschi,4.308111,Oviparous
Liolaemus_gracielae,4.342506,Viviparous
Liolaemus_gracilis,4.063885,Oviparous
Liolaemus_gravenhorstii,4.234107,Viviparous
Liolaemus_grosseorum,4.025352,Oviparous
Liolaemus_gununakuna,4.579852,Viviparous
Liolaemus_halonastes,4.273884,Viviparous
Liolaemus_hatcheri,4.290459,Viviparous
NA,4.426044,Viviparous
Liolaemus_hellmichi,4.092677,Oviparous
Liolaemus_hermannunezi,4.268298,Oviparous
Liolaemus_huacahuasicus,4.330733,Viviparous
NA,4.100989,Oviparous
Liolaemus_inacayali,4.321480,Oviparous
Liolaemus_insolitus,4.186620,Oviparous
Liolaemus_irregularis,4.499810,Viviparous
Liolaemus_isabelae,4.454347,Viviparous
NA,4.252772,Viviparous
Liolaemus_jamesi,4.600158,Viviparous
NA,4.242765,Viviparous
Liolaemus_josei,4.291828,Oviparous
Liolaemus_kingii,4.605170,Viviparous
Liolaemus_kolengh,4.133565,Viviparous
Liolaemus_koslowskyi,4.406719,Oviparous
Liolaemus_kriegi,4.744932,Viviparous
NA,4.429626,Oviparous
NA,4.350278,Viviparous
Liolaemus_laurenti,4.290459,Oviparous
Liolaemus_lavillai,4.166665,Viviparous
NA,4.404277,Viviparous
Liolaemus_lemniscatus,4.025352,Oviparous
Liolaemus_lentus,4.245634,Oviparous
Liolaemus_leopardinus,4.624973,Viviparous
Liolaemus_lineomaculatus,4.219508,Viviparous
Liolaemus_loboi,4.418841,Oviparous
NA,4.244200,Viviparous
Liolaemus_lorenzmuelleri,4.672829,Oviparous
Liolaemus_lutzae,4.488636,Oviparous
Liolaemus_magellanicus,4.262680,Viviparous
Liolaemus_maldonadae,4.449685,Viviparous
Liolaemus_mapuche,4.433195,Oviparous
Liolaemus_martorii,4.337291,Oviparous
Liolaemus_melanops,4.595120,Oviparous
Liolaemus_millcayac,4.361824,Oviparous
Liolaemus_montanezi,4.212128,Oviparous
Liolaemus_montanus,4.317488,Viviparous
Liolaemus_monticola,4.488636,Oviparous
Liolaemus_morandae,4.128746,Viviparous
Liolaemus_morenoi,4.481872,Oviparous
Liolaemus_multicolor,4.430817,Viviparous
Liolaemus_multimaculatus,4.280824,Oviparous
NA,4.166665,Viviparous
Liolaemus_neuquensis,4.112512,Oviparous
Liolaemus_nigriceps,4.584967,Viviparous
Liolaemus_nigromaculatus,4.532599,Oviparous
Liolaemus_nigroviridis,4.481872,Viviparous
Liolaemus_nitidus,4.663439,Oviparous
Liolaemus_occipitalis,4.269697,Oviparous
Liolaemus_olongasta,4.204693,Oviparous
Liolaemus_orko,4.259859,Viviparous
Liolaemus_ornatus,4.265493,Viviparous
Liolaemus_pacha,4.218036,Oviparous
Liolaemus_pachacutec,3.951244,Viviparous
Liolaemus_pachecoi,4.541165,Viviparous
Liolaemus_pagaburoi,4.046554,Viviparous
Liolaemus_pantherinus,4.605170,Viviparous
NA,4.149464,Oviparous
Liolaemus_parvus,4.262680,Viviparous
Liolaemus_patriciaiturrae,4.570579,Viviparous
Liolaemus_paulinae,4.110874,Viviparous
Liolaemus_petrophilus,4.611152,Viviparous
Liolaemus_pictus,4.644391,Viviparous
Liolaemus_pipanaco,4.378270,Oviparous
Liolaemus_platei,4.262680,Oviparous
Liolaemus_pleopholis,4.462454,Viviparous
Liolaemus_poecilochromus,4.332048,Viviparous
Liolaemus_pseudoanomalus,4.219508,Oviparous
Liolaemus_pseudolemniscatus,3.990834,Oviparous
Liolaemus_puelche,4.488636,Oviparous
Liolaemus_pulcherrimus,4.330733,Viviparous
Liolaemus_puna,4.025352,Viviparous
Liolaemus_punmahuida,4.569543,Viviparous
Liolaemus_puritamensis,4.615121,Oviparous
Liolaemus_purul,4.345103,Oviparous
NA,4.576771,Viviparous
Liolaemus_quilmes,4.488636,Oviparous
Liolaemus_rabinoi,4.219508,Oviparous
Liolaemus_ramirezae,4.053523,Oviparous
Liolaemus_riojanus,4.143135,Oviparous
Liolaemus_robertmertensi,4.143135,Oviparous
Liolaemus_robertoi,4.269697,Viviparous
Liolaemus_robustus,4.442651,Viviparous
Liolaemus_rosenmanni,4.355426,Viviparous
Liolaemus_rothi,4.646312,Oviparous
Liolaemus_ruibali,4.200205,Viviparous
Liolaemus_sagei,4.605170,Oviparous
Liolaemus_salinicola,4.343805,Oviparous
NA,4.350278,Viviparous
Liolaemus_sanjuanensis,4.174387,Oviparous
Liolaemus_sarmientoi,4.589041,Viviparous
Liolaemus_saxatilis,4.094345,Oviparous
Liolaemus_scapularis,4.343805,Oviparous
Liolaemus_schmidti,4.204693,Viviparous
Liolaemus_schroederi,4.215086,Viviparous
NA,4.247066,Viviparous
Liolaemus_scrocchii,4.553877,Viviparous
Liolaemus_senguer,4.131961,Oviparous
Liolaemus_septentrionalis,4.085976,Viviparous
Liolaemus_shehuen,4.603168,Oviparous
Liolaemus_signifer,4.682131,Viviparous
Liolaemus_silvai,4.275276,Oviparous
Liolaemus_silvanae,4.356709,Viviparous
Liolaemus_sitesi,4.379524,Oviparous
Liolaemus_smaug,4.507557,Viviparous
Liolaemus_somuncurae,4.510860,Viviparous
Liolaemus_stolzmanni,4.115780,Oviparous
NA,4.275276,Viviparous
Liolaemus_talampaya,4.448516,Viviparous
Liolaemus_tandiliensis,4.063885,Oviparous
Liolaemus_tari,4.624973,Viviparous
Liolaemus_tehuelche,4.306764,Oviparous
Liolaemus_telsen,4.317488,Oviparous
Liolaemus_tenuis,4.168214,Oviparous
NA,4.269697,Viviparous
Liolaemus_thermarum,4.448516,Viviparous
NA,4.163560,Oviparous
Liolaemus_torresi,4.174387,Viviparous
Liolaemus_tregenzai,4.502029,Viviparous
Liolaemus_tristis,4.448516,Viviparous
Liolaemus_tromen,4.412798,Oviparous
Liolaemus_ubaghsi,4.546481,Viviparous
Liolaemus_umbrifer,4.488636,Viviparous
Liolaemus_uptoni,4.465908,Viviparous
Liolaemus_uspallatensis,4.174387,Oviparous
Liolaemus_valdesianus,4.553877,Viviparous
Liolaemus_vallecurensis,4.346399,Viviparous
Liolaemus_variegatus,4.174387,Oviparous
Liolaemus_velosoi,4.079231,Oviparous
NA,4.488636,Viviparous
NA,4.382027,Oviparous
Liolaemus_vulcanus,4.576771,Viviparous
Liolaemus_walkeri,4.165114,Viviparous
Liolaemus_wari,4.117410,Viviparous
Liolaemus_wiegmannii,4.189655,Oviparous
Liolaemus_xanthoviridis,4.617099,Oviparous
NA,4.087656,Oviparous
Liolaemus_yanalcu,4.117410,Oviparous
NA,4.489759,Viviparous
NA,4.521789,Viviparous
Liolaemus_zapallarensis,4.700480,Oviparous
Liolaemus_zullyae,4.486387,Viviparous
Microlophus_albemarlensis,4.828314,Oviparous
Tropidurus_arenarius,4.789157,Oviparous
Microlophus_atacamensis,4.862135,Oviparous
NA,4.744932,Oviparous
Microlophus_bivittatus,4.653960,Oviparous
Microlophus_delanonis,5.043425,Oviparous
Microlophus_duncanensis,4.653960,Oviparous
Microlophus_grayii,4.700480,Oviparous
Microlophus_habelii,4.744932,Oviparous
Microlophus_heterolepis,4.867534,Oviparous
NA,4.747537,Oviparous
NA,4.605170,Oviparous
Microlophus_koepckeorum,4.394449,Oviparous
Microlophus_occipitalis,4.382027,Oviparous
Microlophus_pacificus,4.653960,Oviparous
Microlophus_peruvianus,4.941642,Oviparous
Microlophus_quadrivittatus,4.983607,Oviparous
Microlophus_tarapacensis,4.704110,Oviparous
Microlophus_theresiae,4.672829,Oviparous
Microlophus_theresioides,4.787492,Oviparous
Microlophus_thoracicus,4.543295,Oviparous
Microlophus_tigris,4.653960,Oviparous
Microlophus_yanezi,4.691348,Oviparous
Oplurus_cuvieri,5.135798,Oviparous
Oplurus_cyclurus,5.075174,Oviparous
Oplurus_fierinensis,4.605170,Oviparous
Oplurus_grandidieri,4.770685,Oviparous
Oplurus_quadrimaculatus,4.976734,Oviparous
Oplurus_saxicola,4.691348,Oviparous
Petrosaurus_mearnsi,4.663439,Oviparous
Petrosaurus_repens,4.859812,Oviparous
Petrosaurus_slevini,4.653960,Oviparous
Petrosaurus_thalassinus,5.164786,Oviparous
Phrynosoma_asio,4.824306,Oviparous
Phrynosoma_blainvillii,4.736198,Oviparous
Phrynosoma_braconnieri,4.382027,Viviparous
Phrynosoma_cerroense,4.605170,Oviparous
Phrynosoma_cornutum,4.867534,Oviparous
Phrynosoma_coronatum,4.736198,Oviparous
Phrynosoma_ditmarsi,4.499810,Viviparous
Phrynosoma_douglasii,4.382027,Viviparous
Phrynosoma_goodei,4.499810,Oviparous
Phrynosoma_hernandesi,4.828314,Viviparous
Phrynosoma_mcallii,4.693181,Oviparous
Phrynosoma_modestum,4.262680,Oviparous
Phrynosoma_orbiculare,4.705016,Viviparous
NA,4.700480,Viviparous
Phrynosoma_platyrhinos,4.553877,Oviparous
Phrynosoma_sherbrookei,4.133565,Viviparous
Phrynosoma_solare,4.762174,Oviparous
Phrynosoma_taurus,4.564348,Viviparous
Phymaturus_aguanegra,4.649187,Viviparous
Phymaturus_aguedae,4.545420,Viviparous
Phymaturus_antofagastensis,4.609162,Viviparous
Phymaturus_bibronii,4.635699,Viviparous
NA,4.652054,Viviparous
Phymaturus_calcogaster,4.539030,Viviparous
Phymaturus_camilae,4.622027,Viviparous
Phymaturus_castillensis,4.545420,Viviparous
Phymaturus_ceii,4.553877,Viviparous
NA,4.581902,Viviparous
Phymaturus_darwini,4.661551,Viviparous
Phymaturus_delheyi,4.554929,Viviparous
NA,4.642466,Viviparous
Phymaturus_etheridgei,4.549657,Viviparous
Phymaturus_extrilidus,4.643429,Viviparous
Phymaturus_felixi,4.481872,Viviparous
Phymaturus_indistinctus,4.605170,Viviparous
NA,4.624973,Viviparous
Phymaturus_laurenti,4.623992,Viviparous
NA,4.632785,Viviparous
Phymaturus_mallimaccii,4.623992,Viviparous
Phymaturus_manuelae,4.610158,Viviparous
Phymaturus_maulense,4.684905,Viviparous
Phymaturus_nevadoi,4.537961,Viviparous
Phymaturus_palluma,4.706824,Viviparous
Phymaturus_patagonicus,4.691348,Viviparous
Phymaturus_payuniae,4.499810,Viviparous
Phymaturus_punae,4.736198,Viviparous
Phymaturus_querque,4.667206,Viviparous
NA,4.554929,Viviparous
Phymaturus_roigorum,4.676560,Viviparous
Phymaturus_sinervoi,4.643429,Viviparous
Phymaturus_sitesi,4.528289,Viviparous
Phymaturus_somuncurensis,4.605170,Viviparous
Phymaturus_spurcus,4.547541,Viviparous
Phymaturus_tenebrosus,4.703204,Viviparous
NA,4.655863,Viviparous
Phymaturus_verdugo,4.787492,Viviparous
Phymaturus_videlai,4.552824,Viviparous
Phymaturus_vociferator,4.636669,Viviparous
Phymaturus_williamsi,4.691348,Viviparous
Phymaturus_yachanana,4.548600,Viviparous
Phymaturus_zapalensis,4.663439,Viviparous
Plica_caribeana,4.820282,Oviparous
Plica_plica,5.176150,Oviparous
Plica_umbra,4.605170,Oviparous
Polychrus_acutirostris,5.010635,Oviparous
NA,4.919981,Oviparous
Polychrus_femoralis,4.682131,Oviparous
Polychrus_gutturosus,5.147494,Oviparous
Polychrus_jacquelinae,4.969813,Oviparous
Polychrus_liogaster,5.023881,Oviparous
Polychrus_marmoratus,4.997212,Oviparous
Polychrus_peruvianus,5.023881,Oviparous
Pristidactylus_achalensis,4.787492,Oviparous
Pristidactylus_araucanus,4.634729,Oviparous
Pristidactylus_casuhatiensis,4.290459,Oviparous
Pristidactylus_fasciatus,4.605170,Oviparous
Pristidactylus_nigroiugulus,4.700480,Oviparous
Pristidactylus_scapulatus,4.700480,Oviparous
Pristidactylus_torquatus,4.700480,Oviparous
Pristidactylus_volcanensis,4.575741,Oviparous
Sauromalus_ater,5.438079,Oviparous
Sauromalus_hispidus,5.758902,Oviparous
Sauromalus_slevini,5.513429,Oviparous
Sauromalus_varius,5.823046,Oviparous
Sceloporus_acanthinus,4.595120,Viviparous
Sceloporus_adleri,4.366913,Viviparous
Sceloporus_aeneus,4.139955,Oviparous
Sceloporus_albiventris,4.624973,Oviparous
Sceloporus_anahuacus,4.025352,Viviparous
Sceloporus_angustus,4.615121,Oviparous
Sceloporus_arenicolus,4.248495,Oviparous
Sceloporus_asper,4.394449,Viviparous
Sceloporus_aurantius,4.007333,Oviparous
Sceloporus_aureolus,4.700480,Viviparous
Sceloporus_bimaculosus,4.941642,Oviparous
NA,4.785824,Viviparous
NA,4.110874,Oviparous
Sceloporus_bulleri,4.753590,Viviparous
Sceloporus_carinatus,4.382027,Oviparous
Sceloporus_cautus,4.488636,Oviparous
Sceloporus_chaneyi,4.043051,Oviparous
Sceloporus_chrysostictus,4.127134,Oviparous
Sceloporus_clarkii,4.969813,Oviparous
Sceloporus_consobrinus,4.366913,Oviparous
Sceloporus_couchii,4.158883,Oviparous
Sceloporus_cowlesi,4.382027,Oviparous
Sceloporus_cozumelae,4.094345,Oviparous
Sceloporus_cryptus,4.338597,Oviparous
Sceloporus_cyanogenys,4.997212,Viviparous
Sceloporus_cyanostictus,4.387014,Viviparous
Sceloporus_druckercolini,4.579852,Viviparous
Sceloporus_dugesii,4.477337,Viviparous
Sceloporus_edbelli,4.343805,Oviparous
Sceloporus_edwardtaylori,4.700480,Oviparous
Sceloporus_exsul,4.174387,Oviparous
Sceloporus_formosus,4.477337,Viviparous
Sceloporus_gadoviae,4.330733,Oviparous
NA,4.394449,Viviparous
Sceloporus_goldmani,4.094345,Viviparous
Sceloporus_graciosus,4.488636,Oviparous
Sceloporus_grammicus,4.394449,Viviparous
Sceloporus_grandaevus,4.394449,Oviparous
Sceloporus_heterolepis,4.356709,Viviparous
Sceloporus_horridus,4.770685,Oviparous
Sceloporus_hunsakeri,4.477337,Oviparous
Sceloporus_insignis,4.595120,Viviparous
Sceloporus_internasalis,4.605170,Viviparous
Sceloporus_jalapae,4.127134,Oviparous
Sceloporus_jarrovii,4.663439,Viviparous
Sceloporus_lemosespinali,3.988984,Viviparous
Sceloporus_licki,4.543295,Oviparous
Sceloporus_lineatulus,4.744932,Oviparous
Sceloporus_lunae,4.553877,Viviparous
Sceloporus_lundelli,4.605170,Viviparous
Sceloporus_macdougalli,4.614130,Viviparous
Sceloporus_maculosus,3.912023,Oviparous
Sceloporus_magister,4.955827,Oviparous
Sceloporus_malachiticus,4.587006,Viviparous
NA,4.043051,Oviparous
Sceloporus_megalepidurus,4.007333,Viviparous
NA,4.873669,Viviparous
Sceloporus_melanorhinus,4.653960,Oviparous
Sceloporus_merriami,4.189655,Oviparous
Sceloporus_minor,4.465908,Oviparous
Sceloporus_mucronatus,4.736198,Viviparous
Sceloporus_nelsoni,4.222445,Oviparous
NA,4.579852,Viviparous
Sceloporus_occidentalis,4.595120,Oviparous
Sceloporus_ochoterenae,4.127134,Oviparous
Sceloporus_olivaceus,4.820282,Oviparous
NA,4.343805,Oviparous
Sceloporus_omiltemanus,4.624973,Viviparous
Sceloporus_orcutti,4.762174,Oviparous
Sceloporus_ornatus,4.584967,Viviparous
Sceloporus_palaciosi,4.317488,Viviparous
Sceloporus_parvus,3.931826,Oviparous
Sceloporus_poinsettii,4.919981,Viviparous
Sceloporus_pyrocephalus,4.317488,Oviparous
Sceloporus_salvini,4.605170,Viviparous
Sceloporus_samcolemani,4.110874,Oviparous
Sceloporus_scalaris,4.356709,Oviparous
NA,4.499810,Viviparous
Sceloporus_serrifer,4.727388,Viviparous
Sceloporus_shannonorum,4.356709,Viviparous
Sceloporus_siniferus,4.276666,Oviparous
Sceloporus_slevini,4.248495,Oviparous
Sceloporus_smaragdinus,4.454347,Viviparous
Sceloporus_smithi,4.356709,Oviparous
Sceloporus_spinosus,4.836282,Oviparous
Sceloporus_squamosus,4.077537,Oviparous
Sceloporus_stejnegeri,4.584967,Viviparous
Sceloporus_subpictus,4.382027,Viviparous
Sceloporus_sugillatus,4.532599,Viviparous
Sceloporus_taeniocnemis,4.406719,Viviparous
Sceloporus_tanneri,4.454347,Viviparous
Sceloporus_teapensis,4.304065,Oviparous
Sceloporus_torquatus,4.948760,Viviparous
Sceloporus_tristichus,4.555980,Oviparous
Sceloporus_undulatus,4.510860,Oviparous
NA,4.174387,Oviparous
Sceloporus_uniformis,4.941642,Oviparous
Sceloporus_utiformis,4.430817,Oviparous
Sceloporus_variabilis,4.343805,Oviparous
Sceloporus_virgatus,4.262680,Oviparous
Sceloporus_woodi,4.174387,Oviparous
Sceloporus_zosteromus,4.875197,Oviparous
Stenocercus_angel,4.465908,Oviparous
Stenocercus_angulifer,4.564348,Oviparous
NA,4.290459,Oviparous
Stenocercus_azureus,4.418841,Oviparous
Stenocercus_bolivarensis,4.499810,Oviparous
Stenocercus_cadlei,4.442651,Oviparous
Stenocercus_caducus,4.532599,Oviparous
Stenocercus_chinchaoensis,4.454347,Oviparous
Stenocercus_chota,4.574711,Oviparous
Stenocercus_chrysopygus,4.382027,Oviparous
Stenocercus_cupreus,4.356709,Oviparous
Stenocercus_doellojuradoi,4.382027,Oviparous
Stenocercus_dumerilii,4.718499,Oviparous
Stenocercus_empetrus,4.634729,Oviparous
Stenocercus_eunetopsis,4.418841,Oviparous
Stenocercus_festae,4.624973,Oviparous
Stenocercus_fimbriatus,4.510860,Oviparous
Stenocercus_guentheri,4.564348,Oviparous
Stenocercus_huancabambae,4.595120,Oviparous
Stenocercus_humeralis,4.718499,Oviparous
NA,4.400603,Oviparous
Stenocercus_imitator,4.605170,Oviparous
Stenocercus_lache,4.477337,Oviparous
Stenocercus_marmoratus,4.418841,Oviparous
Stenocercus_melanopygus,4.442651,Oviparous
Stenocercus_modestus,4.276666,Oviparous
NA,4.234107,Oviparous
Stenocercus_ornatissimus,4.317488,Oviparous
Stenocercus_ornatus,4.442651,Oviparous
Stenocercus_pectinatus,4.382027,Oviparous
Stenocercus_percultus,4.672829,Oviparous
NA,4.553877,Oviparous
Stenocercus_prionotus,4.532599,Oviparous
Stenocercus_puyango,4.744932,Oviparous
Stenocercus_roseiventris,4.615121,Oviparous
Stenocercus_santander,4.564348,Oviparous
Stenocercus_squarrosus,4.477337,Oviparous
Stenocercus_torquatus,4.430817,Oviparous
Stenocercus_trachycephalus,4.499810,Oviparous
Stenocercus_varius,4.442651,Oviparous
Strobilurus_torquatus,4.672829,Oviparous
Tropidurus_bogerti,4.521789,Oviparous
Tropidurus_callathelys,4.584967,Oviparous
Tropidurus_catalanensis,4.885828,Oviparous
Tropidurus_chromatops,4.691348,Oviparous
Tropidurus_cocorobensis,4.312141,Oviparous
Tropidurus_erythrocephalus,4.433195,Oviparous
Tropidurus_etheridgei,4.744932,Oviparous
Tropidurus_guarani,4.744932,Oviparous
Tropidurus_helenae,4.248495,Oviparous
Tropidurus_hispidus,4.962845,Oviparous
Tropidurus_hygomi,4.382027,Oviparous
Tropidurus_imbituba,4.834693,Oviparous
Tropidurus_insulanus,4.456670,Oviparous
Tropidurus_itambere,4.553877,Oviparous
Tropidurus_jaguaribanus,4.638605,Oviparous
NA,4.642466,Oviparous
Tropidurus_melanopleurus,4.691348,Oviparous
Tropidurus_montanus,4.592085,Oviparous
Tropidurus_mucujensis,4.321480,Oviparous
Tropidurus_oreadicus,4.762174,Oviparous
Tropidurus_pinima,4.442651,Oviparous
Tropidurus_psammonastes,4.596129,Oviparous
Tropidurus_semitaeniatus,4.605170,Oviparous
NA,4.380776,Oviparous
Tropidurus_spinulosus,4.941642,Oviparous
Tropidurus_torquatus,4.897840,Oviparous
Tropidurus_xanthochilus,4.832306,Oviparous
NA,4.787492,Oviparous
Uma_exsul,4.605170,Oviparous
Uma_inornata,4.820282,Oviparous
Uma_notata,4.804021,Oviparous
Uma_paraphygas,4.488636,Oviparous
Uma_scoparia,4.753590,Oviparous
Uracentron_azureum,4.477337,Oviparous
Uracentron_flaviceps,4.867534,Oviparous
Uranoscodon_superciliosus,5.111988,Oviparous
Urosaurus_auriculatus,4.304065,Oviparous
Urosaurus_bicarinatus,4.174387,Oviparous
Urosaurus_clarionensis,4.174387,Oviparous
Urosaurus_gadovi,3.970292,Oviparous
Urosaurus_graciosus,4.219508,Oviparous
Urosaurus_lahtelai,4.060443,Oviparous
Urosaurus_nigricaudus,4.180522,Oviparous
Urosaurus_ornatus,4.234107,Oviparous
Urostrophus_gallardoi,4.356709,Oviparous
Anisolepis_grilli,4.574711,Oviparous
Anisolepis_undulatus,4.477337,Oviparous
Urostrophus_vautieri,4.682131,Oviparous
Uta_nolascensis,4.007333,Oviparous
Uta_palmeri,4.418841,Oviparous
Uta_squamata,4.043051,Oviparous
Uta_stansburiana,4.343805,Oviparous
Uta_tumidarostra,4.304065,Oviparous
Asymblepharus_alaicus,4.174387,Viviparous
Ablepharus_bivittatus,4.110874,Oviparous
Ablepharus_budaki,3.871201,Oviparous
Ablepharus_chernovi,3.988984,Oviparous
Ablepharus_darvazi,3.784190,Oviparous
Ablepharus_deserti,4.074142,Oviparous
Asymblepharus_eremchenkoi,4.091006,Oviparous
Ablepharus_grayanus,3.552487,Oviparous
Ablepharus_kitaibelii,4.136765,Oviparous
Asymblepharus_ladacensis,4.255613,Viviparous
Ablepharus_pannonicus,4.007333,Oviparous
Ablepharus_rueppellii,3.951244,Oviparous
Asymblepharus_sikimmensis,4.021774,Oviparous
Acontias_aurantiacus,5.361292,Viviparous
Acontias_breviceps,5.293305,Viviparous
Acontias_cregoi,5.075174,Viviparous
NA,5.010635,Viviparous
Acontias_gariepensis,4.941642,Viviparous
Acontias_gracilicauda,5.560682,Viviparous
Acontias_jappi,5.236442,Viviparous
Acontias_kgalagadi,5.220356,Viviparous
Acontias_lineatus,5.010635,Viviparous
Acontias_meleagris,5.686975,Viviparous
Acontias_namaquensis,5.438079,Viviparous
Acontias_occidentalis,5.537334,Viviparous
Acontias_orientalis,5.438079,Viviparous
Acontias_percivali,5.549076,Viviparous
Acontias_plumbeus,6.214608,Viviparous
Acontias_richardi,4.894101,Viviparous
Acontias_rieppeli,5.220356,Viviparous
NA,5.192957,Viviparous
Bassiana_duperreyi,4.382027,Oviparous
Bassiana_platynota,4.382027,Oviparous
Bassiana_trilineata,4.382027,Oviparous
Alinea_lanceolata,4.541165,Viviparous
Lobulia_alpina,4.248495,Viviparous
Lobulia_subalpina,4.330733,Viviparous
Amphiglossus_astrolabi,5.420535,Oviparous
Amphiglossus_reticulatus,5.393628,Oviparous
Anepischetosia_maccoyi,4.094345,Oviparous
Anomalopus_leuckartii,4.919981,Oviparous
Anomalopus_mackayi,4.812184,Oviparous
Anomalopus_swansoni,4.672829,Viviparous
Anomalopus_verreauxi,5.220356,Oviparous
Aspronema_dorsivittatum,4.543295,Viviparous
Ateuchosaurus_chinensis,4.605170,Oviparous
Ateuchosaurus_pellopleurus,4.248495,Oviparous
Proablepharus_barrylyoni,3.929863,Oviparous
Barkudia_melanosticta,5.164786,Oviparous
Bellatorias_frerei,5.347108,Viviparous
Bellatorias_major,5.968708,Viviparous
Bellatorias_obiri,5.337538,Oviparous
Brachymeles_apus,4.875197,Viviparous
Brachymeles_bicolor,5.043425,Viviparous
Brachymeles_bonitae,4.543295,Viviparous
Brachymeles_boulengeri,4.670958,Viviparous
Brachymeles_cebuensis,4.309456,Viviparous
Brachymeles_elerae,4.275276,Viviparous
Brachymeles_gracilis,4.727388,Viviparous
Brachymeles_hilong,4.400603,Viviparous
Brachymeles_lukbani,4.485260,Viviparous
Brachymeles_minimus,4.163560,Viviparous
Brachymeles_muntingkamay,4.398146,Viviparous
Brachymeles_orientalis,4.746670,Viviparous
Brachymeles_pathfinderi,4.223910,Viviparous
Brachymeles_samarensis,4.191169,Viviparous
Brachymeles_schadenbergi,4.779123,Viviparous
Brachymeles_talinis,5.010635,Viviparous
Brachymeles_tridactylus,4.430817,Viviparous
Brachymeles_vermis,4.454347,Viviparous
Brachymeles_wrighti,4.867534,Viviparous
Amphiglossus_frontoparietalis,4.330733,Oviparous
Amphiglossus_gastrostictus,4.663439,Viviparous
Amphiglossus_punctatus,4.290459,Viviparous
Brasiliscincus_agilis,4.564348,Viviparous
Brasiliscincus_caissara,4.499810,Viviparous
Brasiliscincus_heathi,4.521789,Viviparous
Broadleysaurus_major,5.501258,Oviparous
Lioscincus_novaecaledoniae,4.219508,Oviparous
Caledoniscincus_aquilonius,3.891820,Oviparous
Caledoniscincus_atropunctatus,4.007333,Oviparous
Caledoniscincus_auratus,3.931826,Oviparous
Caledoniscincus_austrocaledonicus,4.043051,Oviparous
Caledoniscincus_chazeaui,3.761200,Oviparous
Caledoniscincus_cryptos,3.806662,Oviparous
Caledoniscincus_festivus,4.276666,Oviparous
Caledoniscincus_haplorhinus,4.007333,Oviparous
Caledoniscincus_orestes,4.174387,Oviparous
Caledoniscincus_pelletieri,4.069027,Oviparous
Caledoniscincus_renevieri,3.931826,Oviparous
Caledoniscincus_terma,3.912023,Oviparous
Calyptotis_thorntonensis,3.555348,Oviparous
Calyptotis_lepidorostrum,4.007333,Oviparous
Calyptotis_ruficauda,4.007333,Oviparous
